LemonEntry,partOfSpeech,writtenForm,comparative,superlative_singular,superlative_plural,SyntacticFrame,predFrame,sense,reference,oils:boundTo,oils:degree,domain,range,preposition
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
indonesisch,adjective,indonesisch,indonesischeren,indonesischstes,indonesischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
nördlich,adjective,nördlich,nördlicheren,nördlichstes,nördlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
schlecht,adjective,schlecht,schlechteren,schlechtestes,schlechtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
östlich,adjective,östlich,östlicheren,östlichstes,östlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
sicher,adjective,sicher,sichreren,sicherstes,sichersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
kurz,adjective,kurz,kürzeren,kürzestes,kürzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
ungarisch,adjective,ungarisch,ungarischeren,ungarischstes,ungarischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
national,adjective,national,nationaleren,nationalstes,nationalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
sozialistisch,adjective,sozialistisch,sozialistischeren,sozialistischstes,sozialistischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
winterlich,adjective,winterlich,winterlicheren,winterlichstes,winterlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
ungeklärt,adjective,ungeklärt,ungeklärteren,ungeklärtestes,ungeklärtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
stark,adjective,stark,stärkeren,stärkstes,stärksten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
niederländisch,adjective,niederländisch,niederländischeren,niederländischstes,niederländischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/date,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/coach,oils:high,dbo:Person,dbo:Person,in
ukrainisch,adjective,ukrainisch,ukrainischeren,ukrainischstes,ukrainischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/coach,oils:high,dbo:Person,dbo:Person,in
heimisch,adjective,heimisch,heimischeren,heimischstes,heimischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
heimisch,adjective,heimisch,heimischeren,heimischstes,heimischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/deathPlace,oils:high,dbo:Person,dbo:Person,in
weit,adjective,weit,weiteren,weitestes,weitesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
heimisch,adjective,heimisch,heimischeren,heimischstes,heimischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/deathDate,oils:high,dbo:Person,dbo:Person,in
gleich,adjective,gleich,gleicheren,gleichstes,gleichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/coach,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
schlecht,adjective,schlecht,schlechteren,schlechtestes,schlechtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/birthPlace,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/deathDate,oils:high,dbo:Person,dbo:Person,in
gut,adjective,gut,besseren,bestes,besten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/coach,oils:high,dbo:Person,dbo:Person,in
national,adjective,national,nationaleren,nationalstes,nationalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/coach,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
romantisch,adjective,romantisch,romantischeren,romantischstes,romantischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
romantisch,adjective,romantisch,romantischeren,romantischstes,romantischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
romantisch,adjective,romantisch,romantischeren,romantischstes,romantischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
romantisch,adjective,romantisch,romantischeren,romantischstes,romantischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
frei,adjective,frei,freieren,freistes,freisten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
gut,adjective,gut,besseren,bestes,besten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
frei,adjective,frei,freieren,freistes,freisten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
frei,adjective,frei,freieren,freistes,freisten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
frei,adjective,frei,freieren,freistes,freisten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
gut,adjective,gut,besseren,bestes,besten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
frei,adjective,frei,freieren,freistes,freisten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
frei,adjective,frei,freieren,freistes,freisten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
historisch,adjective,historisch,historischeren,historischstes,historischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
schwarz,adjective,schwarz,schwarzeren,schwarzestes,schwarzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
erfolgreich,adjective,erfolgreich,erfolgreicheren,erfolgreichstes,erfolgreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
gut,adjective,gut,besseren,bestes,besten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
schwarz,adjective,schwarz,schwarzeren,schwarzestes,schwarzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
schwarz,adjective,schwarz,schwarzeren,schwarzestes,schwarzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
erfolgreich,adjective,erfolgreich,erfolgreicheren,erfolgreichstes,erfolgreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
historisch,adjective,historisch,historischeren,historischstes,historischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
romantisch,adjective,romantisch,romantischeren,romantischstes,romantischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
historisch,adjective,historisch,historischeren,historischstes,historischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
historisch,adjective,historisch,historischeren,historischstes,historischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
schwarz,adjective,schwarz,schwarzeren,schwarzestes,schwarzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
literarisch,adjective,literarisch,literarischeren,literarischstes,literarischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
romantisch,adjective,romantisch,romantischeren,romantischstes,romantischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
literarisch,adjective,literarisch,literarischeren,literarischstes,literarischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
schwarz,adjective,schwarz,schwarzeren,schwarzestes,schwarzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
verschieden,adjective,verschieden,verschiedneren,verschiedenstes,verschiedensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
abendfüllend,adjective,abendfüllend,abendfüllenderen,abendfüllendstes,abendfüllendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
literarisch,adjective,literarisch,literarischeren,literarischstes,literarischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
abendfüllend,adjective,abendfüllend,abendfüllenderen,abendfüllendstes,abendfüllendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
abendfüllend,adjective,abendfüllend,abendfüllenderen,abendfüllendstes,abendfüllendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
fiktiv,adjective,fiktiv,fiktiveren,fiktivstes,fiktivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
zahlreich,adjective,zahlreich,zahlreicheren,zahlreichstes,zahlreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
abendfüllend,adjective,abendfüllend,abendfüllenderen,abendfüllendstes,abendfüllendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
abendfüllend,adjective,abendfüllend,abendfüllenderen,abendfüllendstes,abendfüllendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
gleich,adjective,gleich,gleicheren,gleichstes,gleichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
dänisch,adjective,dänisch,dänischeren,dänischstes,dänischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/director,oils:high,dbo:Person,dbo:Person,in
