LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range
national,adjective,national,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
israelisch,adjective,israelisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
düster,adjective,düster,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
täglich,adjective,täglich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
final,adjective,final,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
künstlerisch,adjective,künstlerisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
schlecht,adjective,schlecht,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
tatsächlich,adjective,tatsächlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
vollkommen,adjective,vollkommen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
vergessen,adjective,vergessen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
menschlich,adjective,menschlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
heiß,adjective,heiß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
eigentlich,adjective,eigentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
normal,adjective,normal,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
persönlich,adjective,persönlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
gefährlich,adjective,gefährlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
katholisch,adjective,katholisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
negativ,adjective,negativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
ehrgeizig,adjective,ehrgeizig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
unveröffentlicht,adjective,unveröffentlicht,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
tragisch,adjective,tragisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
total,adjective,total,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
blutig,adjective,blutig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
demokratisch,adjective,demokratisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
englischsprachig,adjective,englischsprachig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
hoch,adjective,hoch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
erwachsen,adjective,erwachsen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
verfügbar,adjective,verfügbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
zufällig,adjective,zufällig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
glücklich,adjective,glücklich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
preußisch,adjective,preußisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
toll,adjective,toll,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
neuseeländisch,adjective,neuseeländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
christlich,adjective,christlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
bundesweit,adjective,bundesweit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
global,adjective,global,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
seltsam,adjective,seltsam,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
prominent,adjective,prominent,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
echt,adjective,echt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
tief,adjective,tief,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
halb,adjective,halb,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
stammend,adjective,stammend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
heimlich,adjective,heimlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
reich,adjective,reich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
ländlich,adjective,ländlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
nachträglich,adjective,nachträglich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
lang,adjective,lang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
unvollendet,adjective,unvollendet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
nationalsozialistisch,adjective,nationalsozialistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
nah,adjective,nah,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
verboten,adjective,verboten,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
traditionell,adjective,traditionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
fest,adjective,fest,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
unvollendet,adjective,unvollendet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
sozial,adjective,sozial,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
finanziell,adjective,finanziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
nationalsozialistisch,adjective,nationalsozialistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
nackt,adjective,nackt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
beliebt,adjective,beliebt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
politisch,adjective,politisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
ungewöhnlich,adjective,ungewöhnlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
geheim,adjective,geheim,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
visuell,adjective,visuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
stammend,adjective,stammend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
hergestellt,adjective,hergestellt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
geplant,adjective,geplant,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
reich,adjective,reich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
ländlich,adjective,ländlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
langjährig,adjective,langjährig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
hessisch,adjective,hessisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
allgemein,adjective,allgemein,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
stammend,adjective,stammend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
vermeintlich,adjective,vermeintlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
gelegentlich,adjective,gelegentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
ländlich,adjective,ländlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
geplant,adjective,geplant,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
heimlich,adjective,heimlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
ungewöhnlich,adjective,ungewöhnlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
tapfer,adjective,tapfer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
langjährig,adjective,langjährig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
ausgewählt,adjective,ausgewählt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
hebräisch,adjective,hebräisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
traditionell,adjective,traditionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
persisch,adjective,persisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
verloren,adjective,verloren,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
kommunistisch,adjective,kommunistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
unmittelbar,adjective,unmittelbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
öffentlich,adjective,öffentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
regulär,adjective,regulär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
falsch,adjective,falsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
privat,adjective,privat,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
geheimnisvoll,adjective,geheimnisvoll,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
relativ,adjective,relativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
hebräisch,adjective,hebräisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
irisch,adjective,irisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
langjährig,adjective,langjährig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
heimlich,adjective,heimlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
ländlich,adjective,ländlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
experimentell,adjective,experimentell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
estnisch,adjective,estnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
gelegentlich,adjective,gelegentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
geprägt,adjective,geprägt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
geplant,adjective,geplant,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
vermeintlich,adjective,vermeintlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
stammend,adjective,stammend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
populär,adjective,populär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
anschließend,adjective,anschließend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
verloren,adjective,verloren,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
kommunistisch,adjective,kommunistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/starring,,dbo:Person,dbo:Person
speziell,adjective,speziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
kommunistisch,adjective,kommunistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
populär,adjective,populär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
verloren,adjective,verloren,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
ewig,adjective,ewig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
unvollendet,adjective,unvollendet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
sozial,adjective,sozial,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
speziell,adjective,speziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
bayerisch,adjective,bayerisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
schwer,adjective,schwer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
irisch,adjective,irisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
hebräisch,adjective,hebräisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
kurz,adjective,kurz,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
sexuell,adjective,sexuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
tätig,adjective,tätig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
sozial,adjective,sozial,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
tätig,adjective,tätig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
tätig,adjective,tätig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/director,,dbo:Person,dbo:Person
ausgewählt,adjective,ausgewählt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/language,,dbo:Person,dbo:Person
voll,adjective,voll,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
voll,adjective,voll,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
gegründet,adjective,gegründet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
defensiv,adjective,defensiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
defensiv,adjective,defensiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
offensiv,adjective,offensiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
offensiv,adjective,offensiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
fest,adjective,fest,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
eingesetzt,adjective,eingesetzt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
damalig,adjective,damalig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
vereinslos,adjective,vereinslos,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
vereinslos,adjective,vereinslos,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
vielseitig,adjective,vielseitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
eingesetzt,adjective,eingesetzt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
unterer,adjective,unterer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
alternativ,adjective,alternativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
dauerhaft,adjective,dauerhaft,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
irisch,adjective,irisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
bisherig,adjective,bisherig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
zyprisch,adjective,zyprisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
tödlich,adjective,tödlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
tödlich,adjective,tödlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
tödlich,adjective,tödlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
nordamerikanisch,adjective,nordamerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
regelmäßig,adjective,regelmäßig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
siegreich,adjective,siegreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
deutsch,adjective,deutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/editor,,dbo:Person,dbo:Person
österreichisch,adjective,österreichisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
katholisch,adjective,katholisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
zahlreich,adjective,zahlreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
