LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range
mittelalterlich,adjective,mittelalterlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
anschließend,adjective,anschließend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
historisch,adjective,historisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
angeregt,adjective,angeregt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
stellvertretend,adjective,stellvertretend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
braun,adjective,braun,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
medizinisch,adjective,medizinisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leader,,dbo:Person,dbo:Person
groß,adjective,groß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leader,,dbo:Person,dbo:Person
öffentlich,adjective,öffentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leader,,dbo:Person,dbo:Person
ambulant,adjective,ambulant,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leader,,dbo:Person,dbo:Person
kanadisch,adjective,kanadisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
parallel,adjective,parallel,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
parallel,adjective,parallel,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/nationality,,dbo:Person,dbo:Person
überwiegend,adjective,überwiegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/nationality,,dbo:Person,dbo:Person
professionell,adjective,professionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
professionell,adjective,professionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
frühzeitig,adjective,frühzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/nationality,,dbo:Person,dbo:Person
kurzzeitig,adjective,kurzzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/nationality,,dbo:Person,dbo:Person
frühzeitig,adjective,frühzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
frühzeitig,adjective,frühzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
estnisch,adjective,estnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
individuell,adjective,individuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
langjährig,adjective,langjährig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
vorzeitig,adjective,vorzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
nordkoreanisch,adjective,nordkoreanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
lettisch,adjective,lettisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
nordamerikanisch,adjective,nordamerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/nationality,,dbo:Person,dbo:Person
kurzzeitig,adjective,kurzzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
lettisch,adjective,lettisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
gesamt,adjective,gesamt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/nationality,,dbo:Person,dbo:Person
kurzzeitig,adjective,kurzzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
jung,adjective,jung,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
jung,adjective,jung,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
dauerhaft,adjective,dauerhaft,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/capital,,dbo:Person,dbo:Person
dauerhaft,adjective,dauerhaft,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
pazifisch,adjective,pazifisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/capital,,dbo:Person,dbo:Person
pazifisch,adjective,pazifisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
breit,adjective,breit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
unmittelbar,adjective,unmittelbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
bulgarisch,adjective,bulgarisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
estnisch,adjective,estnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
norwegisch,adjective,norwegisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
US-amerikanisch,adjective,US-amerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
kroatisch,adjective,kroatisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
administrativ,adjective,administrativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
indonesisch,adjective,indonesisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
gelegen,adjective,gelegen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
kanadisch,adjective,kanadisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
sinngemäß,adjective,sinngemäß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
benachbart,adjective,benachbart,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
deutsch,adjective,deutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
flach,adjective,flach,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
einzig,adjective,einzig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
hoch,adjective,hoch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
vorgelagert,adjective,vorgelagert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
breit,adjective,breit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
philippinisch,adjective,philippinisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
durchgeführt,adjective,durchgeführt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
schmal,adjective,schmal,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
maximal,adjective,maximal,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
tätig,adjective,tätig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
liegend,adjective,liegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
lateinisch,adjective,lateinisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
hauptsächlich,adjective,hauptsächlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
klein,adjective,klein,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
indonesisch,adjective,indonesisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
alt,adjective,alt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
südlich,adjective,südlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
dänisch,adjective,dänisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
lang,adjective,lang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
pazifisch,adjective,pazifisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
gleichbedeutend,adjective,gleichbedeutend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
westlich,adjective,westlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
stark,adjective,stark,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
pazifisch,adjective,pazifisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
belgisch,adjective,belgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
irisch,adjective,irisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
gemeinsam,adjective,gemeinsam,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
geographisch,adjective,geographisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
politisch,adjective,politisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
betreten,adjective,betreten,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
erreichbar,adjective,erreichbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
deutlich,adjective,deutlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
bewaldet,adjective,bewaldet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
spanisch,adjective,spanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
überwiegend,adjective,überwiegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
sowjetisch,adjective,sowjetisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
portugiesisch,adjective,portugiesisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
neu,adjective,neu,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
alt,adjective,alt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
traditionell,adjective,traditionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
gehörig,adjective,gehörig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
nördlich,adjective,nördlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
südwestlich,adjective,südwestlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
kanadisch,adjective,kanadisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
neugriechisch,adjective,neugriechisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
norwegisch,adjective,norwegisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
gehörend,adjective,gehörend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
östlich,adjective,östlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
üppig,adjective,üppig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
rot,adjective,rot,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
vorgelagert,adjective,vorgelagert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
wahrscheinlich,adjective,wahrscheinlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
winzig,adjective,winzig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
indisch,adjective,indisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
wichtig,adjective,wichtig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
gelegentlich,adjective,gelegentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
unregelmäßig,adjective,unregelmäßig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
philippinisch,adjective,philippinisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
westafrikanisch,adjective,westafrikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
überwiegend,adjective,überwiegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
vereinigt,adjective,vereinigt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
isoliert,adjective,isoliert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
hügelig,adjective,hügelig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
schwedisch,adjective,schwedisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
liegend,adjective,liegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
dauerhaft,adjective,dauerhaft,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
ganzjährig,adjective,ganzjährig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
nordwestlich,adjective,nordwestlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/largestCity,,dbo:Person,dbo:Person
beliebt,adjective,beliebt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
